6003401,华夏幸福
6039931,洛阳钼业
6005851,海螺水泥
6018881,中国国旅
6001041,上汽集团
6008871,伊利股份
6005471,山东黄金
6000291,南方航空
6011861,中国铁建
6010061,大秦铁路
6010881,中国神华
6001961,复星医药
6019881,中国银行
6019891,中国重工
6000281,中国石化
6006061,绿地控股
6006901,青岛海尔
6017661,中国中车
6000191,宝钢股份
6016681,中国建筑
6013181,中国平安
6013901,中国中铁
6013981,工商银行
6018001,中国交建
6005191,贵州茅台
6012881,农业银行
6018181,光大银行
6000481,保利地产
6018571,中国石油
6000361,招商银行
6016881,华泰证券
6011691,北京银行
6013281,交通银行
6032591,药明康德
6011661,兴业银行
6003091,万华化学
6012291,上海银行
6000161,民生银行
6000001,浦发银行
6012111,国泰君安
6019391,建设银行
6016281,中国人寿
6000301,中信证券
6011381,工业富联
6016011,中国太保
6013361,新华保险
6000501,中国联通
6013601,三六零
6002761,恒瑞医药
6007031,三安光电
