0000012,平安银行
0000022,万科A
0000502,深天马A
0000632,中兴通讯
0000692,华侨城A
0001002,TCL集团
0001572,中联重科
0001662,申万宏源
0003332,美的集团
0003382,潍柴动力
0004022,金融街
0004082,藏格控股
0004132,东旭光电
0004152,渤海租赁
0004232,东阿阿胶
0004252,徐工机械
0005382,云南白药
0005402,中天金融
0005532,安道麦A
0005682,泸州老窖
0005962,古井贡酒
0006172,中油资本
0006252,长安汽车
0006272,天茂集团
0006292,攀钢钒钛
0006302,铜陵有色
0006512,格力电器
0006562,金科股份
0006612,长春高新
0006712,阳光城
0007032,恒逸石化
0007092,河钢股份
0007252,京东方A
0007282,国元证券
0007682,中航飞机
0007762,广发证券
0007832,长江证券
0007862,北新建材
0008582,五粮液
0008602,顺鑫农业
0008762,新希望
0008952,双汇发展
0008982,鞍钢股份
0009382,紫光股份
0009612,中南建设
0009632,华东医药
0009772,浪潮信息
0019652,招商公路
0019792,招商蛇口
0020012,新和成
0020072,华兰生物
0020082,大族激光
0020102,传化智联
0020242,苏宁易购
0020272,分众传媒
0020322,苏泊尔
0020442,美年健康
0020502,三花智控
0020652,东华软件
0020812,金螳螂
0021102,三钢闽光
0021202,韵达股份
0021292,中环股份
0021422,宁波银行
0021462,荣盛发展
0021532,石基信息
0021792,中航光电
0022022,金风科技
0022302,科大讯飞
0022362,大华股份
0022412,歌尔股份
0022522,上海莱士
0022712,东方雨虹
0022942,信立泰
0023042,洋河股份
0023102,东方园林
0023112,海大集团
0023522,顺丰控股
0024052,四维图新
0024102,广联达
0024112,延安必康
0024152,海康威视
0024222,科伦药业
0024562,欧菲光
0024602,赣锋锂业
0024662,天齐锂业
0024682,申通快递
0024752,立讯精密
0024932,荣盛石化
0025082,老板电器
0025552,三七互娱
0025582,巨人网络
0025942,比亚迪
0026012,龙蟒佰利
0026022,世纪华通
0026072,中公教育
0026242,完美世界
0026252,光启技术
0026732,西部证券
0027142,牧原股份
0027362,国信证券
0027392,万达电影
0027732,康弘药业
0028412,视源股份
0029252,盈趣科技
0029382,鹏鼎控股
0029392,长城证券
0029452,华林证券
3000032,乐普医疗
3000152,爱尔眼科
3000172,网宿科技
3000242,机器人
3000332,同花顺
3000592,东方财富
3000702,碧水源
3000722,三聚环保
3001222,智飞生物
3001242,汇川技术
3001362,信维通信
3001422,沃森生物
3001442,宋城演艺
3002512,光线传媒
3002962,利亚德
3004082,三环集团
3004132,芒果超媒
3004332,蓝思科技
3004542,深信服
3004982,温氏股份
3006012,康泰生物
3006762,华大基因
3007502,宁德时代
3007602,迈瑞医疗
6000001,浦发银行
6000041,白云机场
6000091,上海机场
6000101,包钢股份
6000111,华能国际
6000151,华夏银行
6000161,民生银行
6000181,上港集团
6000191,宝钢股份
6000231,浙能电力
6000251,华能水电
6000271,华电国际
6000281,中国石化
6000291,南方航空
6000301,中信证券
6000311,三一重工
6000361,招商银行
6000381,中直股份
6000481,保利地产
6000501,中国联通
6000601,海信电器
6000611,国投资本
6000661,宇通客车
6000681,葛洲坝
6000851,同仁堂
6000891,特变电工
6001001,同方股份
6001041,上汽集团
6001091,国金证券
6001111,北方稀土
6001151,东方航空
6001181,中国卫星
6001531,建发股份
6001701,上海建工
6001761,中国巨石
6001771,雅戈尔
6001881,兖州煤业
6001961,复星医药
6002081,新湖中宝
6002191,南山铝业
6002211,海航控股
6002331,圆通速递
6002711,XD航天信
6002761,恒瑞医药
6002911,西水股份
6002971,广汇汽车
6002981,安琪酵母
6002991,安迪苏
6003091,万华化学
6003321,白云山
6003391,中油工程
6003401,华夏幸福
6003461,恒力股份
6003521,浙江龙盛
6003621,江西铜业
6003691,西南证券
6003721,中航电子
6003831,金地集团
6003901,五矿资本
6003981,海澜之家
6004061,国电南瑞
6004151,小商品城
6004261,华鲁恒升
6004361,片仔癀
6004381,通威股份
6004661,蓝光发展
6004821,中国动力
6004871,亨通光电
6004891,中金黄金
6004981,烽火通信
6005161,方大炭素
6005191,贵州茅台
6005221,中天科技
6005281,中铁工业
6005351,天士力
6005471,山东黄金
6005661,济川药业
6005701,恒生电子
6005721,康恩贝
6005831,海油工程
6005851,海螺水泥
6005881,用友网络
6005981,北大荒
6006001,青岛啤酒
6006061,绿地控股
6006371,东方明珠
6006431,爱建集团
6006601,福耀玻璃
6006631,陆家嘴
6006741,川投能源
6006881,上海石化
6006901,青岛海尔
6006991,均胜电子
6007031,三安光电
6007041,物产中大
6007051,中航资本
6007331,北汽蓝谷
6007411,华域汽车
6007601,中航沈飞
6007951,国电电力
6008041,鹏博士
6008091,山西汾酒
6008161,安信信托
6008371,海通证券
6008671,通化东宝
6008721,中炬高新
6008841,杉杉股份
6008861,国投电力
6008871,伊利股份
6008931,航发动力
6008951,张江高科
6009001,长江电力
6009011,江苏租赁
6009031,贵州燃气
6009091,华安证券
6009191,江苏银行
6009261,杭州银行
6009581,东方证券
6009771,中国电影
6009981,九州通
6009991,招商证券
