0000062,深振业A
0000082,神州高铁
0000092,中国宝安
0000122,南玻A
0000212,深科技
0000252,特力A
0000272,深圳能源
0000282,国药一致
0000312,大悦城
0000392,中集集团
0000492,德赛电池
0000602,中金岭南
0000612,农产品
0000622,深圳华强
0000662,中国长城
0000782,海王生物
0000892,深圳机场
0000902,天健集团
0001562,华数传媒
0001582,常山北明
0004002,许继电气
0004012,冀东水泥
0004182,小天鹅A
0004262,兴业矿业
0004882,晨鸣纸业
0005012,鄂武商A
0005132,丽珠集团
0005192,中兵红箭
0005282,柳工
0005362,华映科技
0005372,广宇发展
0005412,佛山照明
0005432,皖能电力
0005472,航天发展
0005522,靖远煤电
0005592,万向钱潮
0005632,陕国投A
0005642,供销大集
0005812,威孚高科
0005872,金洲慈航
0005962,古井贡酒
0005982,兴蓉环境
0006002,建投能源
0006122,焦作万方
0006232,吉林敖东
0006362,风华高科
0006562,金科股份
0006672,美好置业
0006812,视觉中国
0006852,中山公用
0006862,东北证券
0006902,宝新能源
0007122,锦龙股份
0007172,韶钢松山
0007182,苏宁环球
0007232,美锦能源
0007272,华东科技
0007292,燕京啤酒
0007322,泰禾集团
0007382,航发控制
0007502,国海证券
0007582,中色股份
0007612,本钢板材
0007662,通化金马
0007782,新兴铸管
0008072,云铝股份
0008132,德展健康
0008292,天音控股
0008302,鲁西化工
0008482,承德露露
0008602,顺鑫农业
0008772,天山股份
0008782,云南铜业
0008872,中鼎股份
0009262,福星股份
0009302,中粮生化
0009322,华菱钢铁
0009372,冀中能源
0009602,锡业股份
0009692,安泰科技
0009702,中科三环
0009752,银泰资源
0009802,众泰汽车
0009872,越秀金控
0009882,华工科技
0009902,诚志股份
0009972,新大陆
0009982,隆平高科
0009992,华润三九
0020022,鸿达兴业
0020042,华邦健康
0020132,中航机电
0020192,亿帆医药
0020282,思源电气
0020302,达安基因
0020382,双鹭药业
0020412,登海种业
0020482,宁波华翔
0020492,紫光国微
0020512,中工国际
0020562,横店东磁
0020642,华峰氨纶
0020742,国轩高科
0020782,太阳纸业
0020922,中泰化学
0020932,国脉科技
0021102,三钢闽光
0021182,紫鑫药业
0021272,南极电商
0021282,露天煤业
0021292,中环股份
0021312,利欧股份
0021522,广电运通
0021552,湖南黄金
0021742,游族网络
0021762,江特电机
0021832,怡亚通
0021912,劲嘉股份
0021952,二三四五
0022122,南洋股份
0022212,东华能源
0022232,鱼跃医疗
0022332,塔牌集团
0022422,九阳股份
0022442,滨江集团
0022492,大洋电机
0022502,联化科技
0022512,步步高
0022542,泰和新材
0022662,浙富控股
0022682,卫士通
0022732,水晶光电
0022762,万马股份
0022772,友阿股份
0022802,联络互动
0022812,光迅科技
0022852,世联行
