0020652,东华软件
0021532,石基信息
0021742,游族网络
0022302,科大讯飞
0022682,卫士通
0022802,联络互动
0023682,太极股份
0023732,千方科技
0024052,四维图新
0024102,广联达
0024212,达实智能
0024392,启明星辰
0029122,中新赛克
3000022,神州泰岳
3000102,立思辰
3000172,网宿科技
3000332,同花顺
3000362,超图软件
3000852,银之杰
3001132,顺网科技
3001662,东方国信
3001682,万达信息
3001702,汉得信息
3001822,捷成股份
3001882,美亚柏科
3002122,易华录
3002532,卫宁健康
3002712,华宇软件
3002872,飞利信
3002972,蓝盾股份
3003242,旋极信息
3003392,润和软件
3003482,长亮科技
3003772,赢时胜
3004512,创业慧康
3004542,深信服
3006342,彩讯股份
6002711,航天信息
6004101,华胜天成
6004461,金证股份
6005361,中国软件
6005701,恒生电子
6005881,用友网络
6007181,东软集团
6007281,佳都科技
6007511,海航科技
6007561,浪潮软件
6008451,宝信软件
6013601,三六零
6015191,大智慧
6030391,泛微网络
6034441,吉比特
6038811,数据港
6039861,兆易创新
